,Suburb,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000",Population,Education Score,State,State Rank
68,Airport West,2,13.5,2.0,1.0,1975.0,0.675,8173,1014,VIC,1659
69,Airport West,3,13.5,3.0,2.0,1950.0,1.042,8173,1014,VIC,1659
70,Airport West,4,13.5,5.0,3.0,1980.0,0.773,8173,1014,VIC,1659
71,Airport West,3,13.5,3.0,3.0,1980.0,0.81,8173,1014,VIC,1659
72,Airport West,3,13.5,3.0,2.0,1995.0,0.715,8173,1014,VIC,1659
73,Airport West,3,13.5,2.0,2.0,2010.0,0.54,8173,1014,VIC,1659
74,Airport West,3,13.5,3.0,2.0,1960.0,0.825,8173,1014,VIC,1659
75,Airport West,3,13.5,3.0,1.0,1975.0,0.685,8173,1014,VIC,1659
76,Airport West,4,13.5,4.0,2.0,1975.0,0.9,8173,1014,VIC,1659
77,Airport West,3,13.5,3.0,1.0,1950.0,0.8725,8173,1014,VIC,1659
78,Airport West,3,13.5,3.0,2.0,2008.0,0.72,8173,1014,VIC,1659
79,Airport West,3,13.5,3.0,1.0,1960.0,0.51,8173,1014,VIC,1659
80,Airport West,2,13.5,2.0,1.0,2009.0,0.48,8173,1014,VIC,1659
81,Airport West,3,10.4,3.0,1.0,1960.0,0.64,8173,1014,VIC,1659
82,Airport West,3,10.4,3.0,1.0,1950.0,0.961,8173,1014,VIC,1659
83,Airport West,3,10.4,3.0,1.0,2010.0,0.73,8173,1014,VIC,1659
84,Airport West,3,10.4,3.0,2.0,2012.0,0.7375,8173,1014,VIC,1659
85,Airport West,3,10.4,3.0,1.0,1965.0,0.905,8173,1014,VIC,1659
86,Airport West,2,10.4,2.0,1.0,1950.0,0.65,8173,1014,VIC,1659
87,Airport West,3,10.4,3.0,2.0,2011.0,0.856,8173,1014,VIC,1659
88,Airport West,3,10.4,3.0,1.0,2000.0,0.67,8173,1014,VIC,1659
89,Airport West,2,10.4,2.0,1.0,1985.0,0.454,8173,1014,VIC,1659
90,Airport West,3,10.4,3.0,2.0,2005.0,0.78,8173,1014,VIC,1659
91,Airport West,2,10.4,2.0,1.0,1995.0,0.421,8173,1014,VIC,1659
92,Airport West,3,10.4,3.0,2.0,2017.0,1.000001,8173,1014,VIC,1659
93,Airport West,3,10.4,3.0,2.0,1995.0,0.73,8173,1014,VIC,1659
94,Airport West,3,10.4,3.0,1.0,1950.0,0.85,8173,1014,VIC,1659
95,Airport West,3,10.4,3.0,1.0,1980.0,0.79,8173,1014,VIC,1659
96,Airport West,3,10.4,3.0,1.0,2009.0,0.576,8173,1014,VIC,1659
97,Airport West,3,10.4,3.0,2.0,2017.0,0.73,8173,1014,VIC,1659
98,Airport West,3,10.4,3.0,2.0,1960.0,0.77,8173,1014,VIC,1659
99,Airport West,3,10.4,3.0,1.0,1960.0,0.805,8173,1014,VIC,1659
100,Airport West,3,10.4,3.0,1.0,1970.0,0.73,8173,1014,VIC,1659
101,Airport West,3,10.4,3.0,1.0,1960.0,0.926,8173,1014,VIC,1659
102,Airport West,4,10.4,4.0,2.0,1950.0,0.965,8173,1014,VIC,1659
103,Airport West,6,10.4,6.0,3.0,1980.0,0.87,8173,1014,VIC,1659
104,Airport West,3,10.4,3.0,3.0,1970.0,0.845,8173,1014,VIC,1659
105,Airport West,3,10.4,3.0,1.0,1960.0,0.97,8173,1014,VIC,1659
106,Airport West,4,10.4,4.0,2.0,2015.0,0.79,8173,1014,VIC,1659
107,Airport West,3,10.4,3.0,2.0,2012.0,0.776,8173,1014,VIC,1659
108,Airport West,4,10.4,4.0,2.0,1960.0,1.22,8173,1014,VIC,1659
109,Airport West,5,10.4,5.0,2.0,1980.0,1.025,8173,1014,VIC,1659
110,Airport West,3,10.4,3.0,2.0,2017.0,0.975,8173,1014,VIC,1659
111,Airport West,3,10.4,3.0,2.0,2017.0,0.891,8173,1014,VIC,1659
112,Albert Park,2,3.3,2.0,1.0,1900.0,1.275,6044,1153,VIC,2788
113,Albert Park,3,3.3,3.0,2.0,1890.0,1.85,6044,1153,VIC,2788
114,Albert Park,2,3.3,2.0,1.0,1900.0,1.436,6044,1153,VIC,2788
115,Albert Park,2,3.3,1.0,1.0,1900.0,1.11,6044,1153,VIC,2788
116,Albert Park,4,3.3,4.0,2.0,1880.0,2.3,6044,1153,VIC,2788
117,Albert Park,3,3.3,3.0,2.0,1996.0,1.8,6044,1153,VIC,2788
118,Albert Park,2,3.3,2.0,1.0,1900.0,2.12,6044,1153,VIC,2788
119,Albert Park,3,3.3,3.0,2.0,1900.0,1.8,6044,1153,VIC,2788
120,Albert Park,3,3.3,3.0,2.0,2000.0,1.37,6044,1153,VIC,2788
121,Albert Park,2,3.3,2.0,1.0,1890.0,1.3225,6044,1153,VIC,2788
122,Albert Park,2,3.3,2.0,1.0,1890.0,1.5625,6044,1153,VIC,2788
123,Albert Park,3,3.3,3.0,2.0,1900.0,2.0,6044,1153,VIC,2788
124,Albert Park,3,3.3,3.0,1.0,1900.0,1.9,6044,1153,VIC,2788
125,Albert Park,3,3.3,2.0,1.0,1900.0,2.1,6044,1153,VIC,2788
126,Albert Park,3,3.3,3.0,1.0,1890.0,2.0,6044,1153,VIC,2788
127,Albert Park,1,3.3,1.0,1.0,1970.0,0.4425,6044,1153,VIC,2788
128,Albert Park,4,3.3,3.0,2.0,1880.0,2.14,6044,1153,VIC,2788
129,Albert Park,2,3.3,2.0,1.0,1890.0,0.98,6044,1153,VIC,2788
130,Albert Park,3,3.3,3.0,2.0,1890.0,1.74,6044,1153,VIC,2788
131,Albert Park,1,3.3,1.0,1.0,1900.0,0.985,6044,1153,VIC,2788
132,Albert Park,3,3.3,3.0,1.0,1910.0,1.7,6044,1153,VIC,2788
133,Albert Park,1,3.3,1.0,1.0,1888.0,1.1,6044,1153,VIC,2788
134,Albert Park,3,3.3,3.0,1.0,1890.0,2.15,6044,1153,VIC,2788
135,Albert Park,2,3.3,2.0,1.0,1915.0,1.19,6044,1153,VIC,2788
136,Albert Park,2,3.0,2.0,1.0,1900.0,1.535,6044,1153,VIC,2788
137,Albert Park,2,3.0,2.0,1.0,1930.0,0.685,6044,1153,VIC,2788
138,Albert Park,3,3.0,3.0,1.0,1890.0,1.505,6044,1153,VIC,2788
139,Albert Park,2,3.0,2.0,1.0,1980.0,1.44,6044,1153,VIC,2788
140,Albert Park,3,3.0,3.0,2.0,1900.0,1.96,6044,1153,VIC,2788
141,Albert Park,3,3.0,3.0,2.0,1890.0,2.1,6044,1153,VIC,2788
142,Albert Park,3,3.0,3.0,2.0,1880.0,2.34,6044,1153,VIC,2788
143,Albert Park,2,3.0,2.0,1.0,1890.0,1.33,6044,1153,VIC,2788
144,Albert Park,4,3.0,4.0,2.0,1920.0,2.04,6044,1153,VIC,2788
145,Albert Park,3,3.0,3.0,1.0,1900.0,1.406,6044,1153,VIC,2788
146,Albert Park,3,3.0,3.0,1.0,1890.0,1.95,6044,1153,VIC,2788
147,Alphington,4,6.4,3.0,2.0,1930.0,2.0,5702,1157,VIC,2794
148,Alphington,3,6.4,3.0,2.0,2013.0,1.11,5702,1157,VIC,2794
149,Alphington,4,6.4,4.0,2.0,1925.0,1.7175,5702,1157,VIC,2794
150,Alphington,2,6.4,2.0,1.0,1960.0,0.5255,5702,1157,VIC,2794
151,Alphington,2,6.4,2.0,2.0,2004.0,0.805,5702,1157,VIC,2794
152,Alphington,4,6.4,4.0,2.0,1970.0,1.83,5702,1157,VIC,2794
153,Alphington,4,6.4,4.0,2.0,2008.0,2.1,5702,1157,VIC,2794
154,Alphington,3,6.4,3.0,1.0,2010.0,0.865,5702,1157,VIC,2794
155,Alphington,2,6.4,2.0,1.0,1960.0,0.39,5702,1157,VIC,2794
156,Alphington,2,6.4,2.0,1.0,1965.0,0.512,5702,1157,VIC,2794
157,Alphington,4,6.4,4.0,2.0,1930.0,1.9,5702,1157,VIC,2794
158,Alphington,4,6.4,4.0,2.0,1920.0,1.95,5702,1157,VIC,2794
159,Alphington,3,6.4,3.0,2.0,1967.0,1.285,5702,1157,VIC,2794
160,Alphington,4,5.7,4.0,2.0,1930.0,2.22,5702,1157,VIC,2794
161,Alphington,1,5.7,1.0,1.0,1970.0,0.33,5702,1157,VIC,2794
162,Alphington,3,5.7,3.0,1.0,1994.0,1.17,5702,1157,VIC,2794
163,Alphington,1,5.7,1.0,1.0,1970.0,0.341,5702,1157,VIC,2794
164,Alphington,3,5.7,3.0,1.0,1940.0,1.55,5702,1157,VIC,2794
165,Alphington,4,5.7,4.0,1.0,1920.0,1.757,5702,1157,VIC,2794
166,Alphington,4,5.7,4.0,2.0,1925.0,1.575,5702,1157,VIC,2794
167,Altona,3,13.8,3.0,2.0,2015.0,0.52,11490,1054,VIC,2271
168,Altona,5,13.8,5.0,3.0,2005.0,1.525,11490,1054,VIC,2271
169,Altona,2,13.8,2.0,1.0,2013.0,0.72,11490,1054,VIC,2271
170,Altona,3,13.8,3.0,1.0,1930.0,1.12,11490,1054,VIC,2271
171,Altona,4,13.8,4.0,3.0,1962.0,1.78,11490,1054,VIC,2271
172,Altona,3,13.8,2.0,1.0,1955.0,0.63,11490,1054,VIC,2271
173,Altona,3,13.8,3.0,1.0,1955.0,0.66,11490,1054,VIC,2271
174,Altona,2,13.8,2.0,1.0,1988.0,0.58,11490,1054,VIC,2271
175,Altona,3,13.8,3.0,1.0,1953.0,1.335,11490,1054,VIC,2271
176,Altona,3,13.8,3.0,2.0,1997.0,0.8,11490,1054,VIC,2271
177,Altona,2,13.8,2.0,1.0,1990.0,0.51,11490,1054,VIC,2271
178,Altona,2,13.8,2.0,1.0,1980.0,0.425,11490,1054,VIC,2271
179,Altona,2,13.8,2.0,1.0,1965.0,0.391,11490,1054,VIC,2271
180,Altona,4,13.8,4.0,1.0,1950.0,0.845,11490,1054,VIC,2271
181,Altona,3,13.8,3.0,2.0,2014.0,0.73,11490,1054,VIC,2271
182,Altona,3,13.8,3.0,1.0,1960.0,0.635,11490,1054,VIC,2271
183,Altona,2,13.8,2.0,1.0,1990.0,0.447,11490,1054,VIC,2271
184,Altona,3,13.8,3.0,1.0,1950.0,0.678,11490,1054,VIC,2271
185,Altona,2,13.8,2.0,2.0,2013.0,0.58,11490,1054,VIC,2271
186,Altona,3,13.8,3.0,2.0,1965.0,0.84,11490,1054,VIC,2271
187,Altona,3,13.8,3.0,2.0,2007.0,0.577,11490,1054,VIC,2271
188,Altona,2,13.8,2.0,2.0,1950.0,0.857,11490,1054,VIC,2271
189,Altona,3,13.8,3.0,2.0,2014.0,0.73,11490,1054,VIC,2271
190,Altona,4,13.8,4.0,2.0,1970.0,0.931,11490,1054,VIC,2271
191,Altona,2,13.8,2.0,1.0,1996.0,0.5356,11490,1054,VIC,2271
192,Altona,5,13.8,5.0,3.0,1980.0,1.48,11490,1054,VIC,2271
193,Altona,2,13.8,2.0,1.0,2009.0,0.5975,11490,1054,VIC,2271
194,Altona,2,11.0,2.0,1.0,1980.0,0.54,11490,1054,VIC,2271
195,Altona,3,11.0,3.0,2.0,1988.0,0.67,11490,1054,VIC,2271
196,Altona,3,11.0,3.0,2.0,2007.0,0.765,11490,1054,VIC,2271
197,Altona,3,11.0,3.0,1.0,1960.0,1.005,11490,1054,VIC,2271
198,Altona,3,11.0,3.0,1.0,1970.0,1.225,11490,1054,VIC,2271
199,Altona,3,11.0,3.0,2.0,2005.0,0.767,11490,1054,VIC,2271
200,Altona,4,11.0,4.0,2.0,1985.0,0.935,11490,1054,VIC,2271
201,Altona,3,11.0,3.0,2.0,2014.0,0.815,11490,1054,VIC,2271
202,Altona,4,11.0,4.0,2.0,1970.0,0.82,11490,1054,VIC,2271
203,Altona,3,11.0,3.0,2.0,1985.0,0.913,11490,1054,VIC,2271
204,Altona,2,11.0,2.0,1.0,1975.0,0.458,11490,1054,VIC,2271
205,Altona,3,11.0,3.0,1.0,1940.0,0.94,11490,1054,VIC,2271
206,Altona,4,11.0,4.0,2.0,2012.0,1.565,11490,1054,VIC,2271
207,Altona,3,11.0,3.0,1.0,1970.0,1.01,11490,1054,VIC,2271
208,Altona,3,11.0,3.0,1.0,1960.0,0.85,11490,1054,VIC,2271
209,Altona,3,11.0,3.0,2.0,1988.0,0.97,11490,1054,VIC,2271
210,Altona North,5,11.1,5.0,3.0,1965.0,1.085,12962,1009,VIC,1564
211,Altona North,3,11.1,3.0,1.0,1970.0,0.781,12962,1009,VIC,1564
212,Altona North,2,11.1,2.0,1.0,2009.0,0.421,12962,1009,VIC,1564
213,Altona North,3,11.1,3.0,1.0,1967.0,0.683,12962,1009,VIC,1564
214,Altona North,3,11.1,3.0,2.0,2012.0,0.72,12962,1009,VIC,1564
215,Altona North,3,11.1,3.0,1.0,1970.0,0.588,12962,1009,VIC,1564
216,Altona North,3,11.1,3.0,1.0,1960.0,0.71,12962,1009,VIC,1564
217,Altona North,4,11.1,3.0,1.0,1965.0,0.875,12962,1009,VIC,1564
218,Altona North,2,11.1,2.0,1.0,1965.0,0.64,12962,1009,VIC,1564
219,Altona North,3,11.1,3.0,2.0,2012.0,0.675,12962,1009,VIC,1564
220,Altona North,3,11.1,3.0,1.0,1960.0,0.708,12962,1009,VIC,1564
221,Altona North,4,11.1,4.0,2.0,2008.0,0.693,12962,1009,VIC,1564
222,Altona North,3,11.1,5.0,2.0,2010.0,0.62,12962,1009,VIC,1564
223,Altona North,3,11.1,3.0,1.0,1960.0,0.7285,12962,1009,VIC,1564
224,Altona North,3,11.1,3.0,2.0,1950.0,0.931,12962,1009,VIC,1564
225,Altona North,3,11.1,3.0,1.0,2008.0,0.988,12962,1009,VIC,1564
226,Altona North,3,11.1,3.0,2.0,1960.0,0.815,12962,1009,VIC,1564
227,Altona North,4,11.1,4.0,1.0,1960.0,1.2,12962,1009,VIC,1564
228,Altona North,2,11.1,2.0,1.0,1970.0,0.292,12962,1009,VIC,1564
229,Altona North,3,11.1,3.0,1.0,1970.0,0.916,12962,1009,VIC,1564
230,Altona North,3,11.1,3.0,1.0,1970.0,0.91,12962,1009,VIC,1564
231,Altona North,3,9.4,3.0,1.0,1960.0,0.9,12962,1009,VIC,1564
232,Altona North,3,9.4,3.0,1.0,1950.0,0.87,12962,1009,VIC,1564
233,Altona North,3,9.4,3.0,1.0,1965.0,0.4515,12962,1009,VIC,1564
234,Altona North,3,9.4,3.0,2.0,1965.0,0.83,12962,1009,VIC,1564
235,Altona North,4,9.4,4.0,2.0,1950.0,0.805,12962,1009,VIC,1564
236,Altona North,2,9.4,2.0,1.0,2001.0,0.51,12962,1009,VIC,1564
237,Altona North,3,9.4,3.0,1.0,1950.0,1.07,12962,1009,VIC,1564
238,Altona North,3,9.4,3.0,2.0,2009.0,0.72,12962,1009,VIC,1564
239,Altona North,3,9.4,3.0,1.0,1960.0,0.791,12962,1009,VIC,1564
240,Altona North,3,9.4,3.0,2.0,2013.0,0.73,12962,1009,VIC,1564
241,Altona North,4,9.4,4.0,2.0,1960.0,0.92,12962,1009,VIC,1564
242,Altona North,3,9.4,3.0,1.0,1970.0,0.84,12962,1009,VIC,1564
243,Altona North,4,9.4,4.0,3.0,2010.0,0.94,12962,1009,VIC,1564
244,Altona North,2,9.4,2.0,1.0,1986.0,1.025,12962,1009,VIC,1564
245,Altona North,4,9.4,4.0,3.0,2012.0,0.9,12962,1009,VIC,1564
246,Altona North,3,9.4,3.0,2.0,1970.0,0.835,12962,1009,VIC,1564
247,Altona North,3,9.4,3.0,1.0,1960.0,0.86,12962,1009,VIC,1564
248,Altona North,3,9.4,3.0,2.0,2013.0,0.855,12962,1009,VIC,1564
249,Altona North,3,9.4,3.0,1.0,1975.0,0.7,12962,1009,VIC,1564
250,Altona North,3,9.4,3.0,1.0,1970.0,0.75,12962,1009,VIC,1564
251,Altona North,3,9.4,3.0,2.0,2016.0,0.86,12962,1009,VIC,1564
252,Armadale,2,6.3,2.0,1.0,1964.0,0.599,9368,1167,VIC,2810
253,Armadale,3,6.3,3.0,2.0,1998.0,0.995,9368,1167,VIC,2810
254,Armadale,3,6.3,3.0,2.0,2000.0,1.205,9368,1167,VIC,2810
255,Armadale,3,6.3,3.0,2.0,1889.0,1.939,9368,1167,VIC,2810
256,Armadale,3,6.3,3.0,1.0,1888.0,1.87,9368,1167,VIC,2810
257,Armadale,3,6.3,3.0,2.0,1995.0,1.918,9368,1167,VIC,2810
258,Armadale,3,6.3,3.0,2.0,1910.0,2.05,9368,1167,VIC,2810
259,Armadale,3,6.3,3.0,2.0,1970.0,0.735,9368,1167,VIC,2810
260,Armadale,2,6.3,3.0,1.0,1960.0,0.645,9368,1167,VIC,2810
261,Armadale,1,6.3,2.0,2.0,1900.0,1.435,9368,1167,VIC,2810
262,Armadale,1,6.3,1.0,1.0,1975.0,0.28,9368,1167,VIC,2810
263,Armadale,2,6.3,2.0,1.0,1970.0,0.5925,9368,1167,VIC,2810
264,Armadale,2,6.3,2.0,1.0,1910.0,1.21,9368,1167,VIC,2810
265,Armadale,3,6.3,3.0,2.0,1910.0,1.8,9368,1167,VIC,2810
266,Armadale,4,6.3,4.0,1.0,1900.0,2.2,9368,1167,VIC,2810
267,Armadale,1,6.3,1.0,1.0,1970.0,0.44,9368,1167,VIC,2810
268,Armadale,2,6.3,2.0,1.0,1966.0,0.49,9368,1167,VIC,2810
269,Armadale,3,6.3,2.0,1.0,1900.0,1.3,9368,1167,VIC,2810
270,Armadale,2,6.3,2.0,1.0,1969.0,0.704,9368,1167,VIC,2810
271,Armadale,2,6.3,3.0,1.0,1970.0,0.62,9368,1167,VIC,2810
272,Armadale,3,6.3,3.0,1.0,1900.0,1.9,9368,1167,VIC,2810
273,Armadale,2,6.3,2.0,1.0,1970.0,0.71,9368,1167,VIC,2810
274,Armadale,2,6.3,2.0,1.0,1953.0,0.872,9368,1167,VIC,2810
275,Armadale,2,6.3,2.0,1.0,1970.0,0.598,9368,1167,VIC,2810
276,Armadale,3,6.3,3.0,1.0,1920.0,1.285,9368,1167,VIC,2810
277,Armadale,2,6.3,1.0,1.0,1970.0,0.52,9368,1167,VIC,2810
278,Armadale,3,6.3,3.0,1.0,2000.0,1.101,9368,1167,VIC,2810
279,Armadale,3,6.3,2.0,1.0,1940.0,0.869,9368,1167,VIC,2810
280,Armadale,1,6.3,1.0,1.0,2013.0,0.567,9368,1167,VIC,2810
281,Armadale,2,6.3,2.0,1.0,1980.0,0.4715,9368,1167,VIC,2810
282,Armadale,2,6.3,2.0,1.0,1960.0,0.48,9368,1167,VIC,2810
283,Armadale,3,6.3,3.0,2.0,2011.0,1.635,9368,1167,VIC,2810
284,Armadale,2,6.3,2.0,1.0,1980.0,0.852,9368,1167,VIC,2810
285,Armadale,1,6.3,1.0,1.0,1966.0,0.405,9368,1167,VIC,2810
286,Armadale,2,6.3,2.0,1.0,1967.0,0.41,9368,1167,VIC,2810
287,Armadale,3,6.3,3.0,2.0,1952.0,1.85,9368,1167,VIC,2810
288,Armadale,2,6.3,2.0,1.0,1925.0,1.48,9368,1167,VIC,2810
289,Armadale,2,6.3,2.0,2.0,2006.0,0.821,9368,1167,VIC,2810
290,Armadale,2,6.3,2.0,1.0,1960.0,0.486,9368,1167,VIC,2810
291,Armadale,1,6.3,1.0,1.0,1960.0,0.38,9368,1167,VIC,2810
292,Armadale,2,6.3,2.0,1.0,1970.0,0.45,9368,1167,VIC,2810
293,Armadale,2,6.3,2.0,2.0,1969.0,1.33,9368,1167,VIC,2810
294,Armadale,3,6.3,3.0,3.0,1920.0,1.715,9368,1167,VIC,2810
295,Armadale,3,6.3,2.0,1.0,1900.0,1.45,9368,1167,VIC,2810
296,Armadale,2,6.3,2.0,1.0,1970.0,0.75,9368,1167,VIC,2810
297,Armadale,2,6.3,2.0,1.0,1930.0,1.46,9368,1167,VIC,2810
298,Armadale,2,6.3,2.0,2.0,1910.0,1.726,9368,1167,VIC,2810
299,Armadale,3,6.3,3.0,1.0,1950.0,1.312,9368,1167,VIC,2810
300,Armadale,3,6.3,3.0,1.0,1900.0,1.5,9368,1167,VIC,2810
301,Armadale,3,6.3,3.0,1.0,1915.0,1.895,9368,1167,VIC,2810
302,Armadale,3,6.3,3.0,2.0,1910.0,1.8,9368,1167,VIC,2810
303,Armadale,3,6.3,3.0,2.0,1930.0,1.899,9368,1167,VIC,2810
304,Ascot Vale,3,5.9,3.0,1.0,1920.0,0.94,15197,1093,VIC,2613
305,Ascot Vale,2,5.9,2.0,1.0,1980.0,0.467,15197,1093,VIC,2613
306,Ascot Vale,3,5.9,3.0,2.0,1910.0,1.38,15197,1093,VIC,2613
307,Ascot Vale,2,5.9,2.0,1.0,1970.0,0.49,15197,1093,VIC,2613
308,Ascot Vale,4,5.9,4.0,3.0,1900.0,1.85,15197,1093,VIC,2613
309,Ascot Vale,3,5.9,3.0,1.0,1938.0,1.284,15197,1093,VIC,2613
310,Ascot Vale,3,5.9,3.0,2.0,1900.0,0.971,15197,1093,VIC,2613
311,Ascot Vale,2,5.9,2.0,1.0,1890.0,0.71,15197,1093,VIC,2613
312,Ascot Vale,2,5.9,2.0,1.0,1920.0,0.75,15197,1093,VIC,2613
313,Ascot Vale,2,5.9,2.0,1.0,1900.0,1.053,15197,1093,VIC,2613
314,Ascot Vale,3,5.9,3.0,1.0,1900.0,1.377,15197,1093,VIC,2613
315,Ascot Vale,3,5.9,3.0,1.0,1904.0,0.97,15197,1093,VIC,2613
316,Ascot Vale,2,5.9,2.0,1.0,1890.0,0.751,15197,1093,VIC,2613
317,Ascot Vale,2,5.9,2.0,1.0,1900.0,0.95,15197,1093,VIC,2613
